SUBJECT,PREHEADER,CLICKS_TO_KICKS,performance,CTR,CLICKS,OPENS,DELIVERIES,SPAMS,UNSUBS,KICKS,subject_length,length_category,reward_amount,negative_count,positive_count,has_closing_soon,has_treatment,has_cancer,has_colon,has_ampersand,has_metabolic,is_oncology,recommendations
Closing Soon: Metabolic Disorders Treatment and Other Survey Opportunities,Earn up to $150.00 Today via Rewards Card,7.33,❌ Poor (<10),0.0437,22,282,504,0,3,3,74,Long (61-75),150.0,3,1,1,1,0,1,0,1,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 74) | 💰 LOWER reward to $60-90 range (currently $150)"
Short study on Lipid Disorders/Conditions and Other Survey Opportunities,Earn up to $40.00 Today via Rewards Card,7.0,❌ Poor (<10),0.0761,7,54,92,0,1,1,72,Long (61-75),40.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 72)
Treatment decision and Other Survey Opportunities,Earn up to $135.00 Today via Rewards Card,7.0,❌ Poor (<10),0.0303,28,407,924,0,4,4,49,Short (≤50),135.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $135)
Closing Soon: Diabetes study and Other Survey Opportunities,Earn up to $119.00 Today via Rewards Card,7.0,❌ Poor (<10),0.1111,7,40,63,0,1,1,59,Optimal (51-60),119.0,2,1,1,0,0,1,0,1,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact)"
Closing Soon: hATTR amyloidosis Non Sales Rep Promotion and Other Survey Opportunities,Earn up to $70.00 Today via Rewards Card,7.0,❌ Poor (<10),0.0298,7,148,235,0,1,1,86,Too Long (76+),70.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 86)"
Treatment of NSCLC and Other Survey Opportunities,Earn up to $82.50 Today via Rewards Card,7.0,❌ Poor (<10),0.0368,7,121,190,0,1,1,49,Short (≤50),82.5,1,0,0,1,0,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
New NMIBC Therapies and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,7.0,❌ Poor (<10),0.0515,7,65,136,1,0,1,50,Short (≤50),75.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: treating patients with Primary Biliary Cholangitis (PBC) and Other Survey Opportunities,Earn up to $80.00 Today via Rewards Card,7.0,❌ Poor (<10),0.0314,14,267,446,0,2,2,101,Too Long (76+),80.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 101)"
Treatments of Kidney Disease and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,6.8,❌ Poor (<10),0.0165,34,1068,2061,1,4,5,59,Optimal (51-60),75.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
HR+ HER2- Breast Cancer and Other Survey Opportunities,Earn up to $95.00 Today via Rewards Card,6.69,❌ Poor (<10),0.0447,87,965,1947,0,13,13,54,Optimal (51-60),95.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Study on  mNSCLC and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,6.46,❌ Poor (<10),0.0282,226,3834,8011,4,31,35,47,Short (≤50),45.0,0,0,0,0,0,0,0,0,1,✅ ADD ampersand (&) between topics (+103% impact)
Closing Soon: Liver cancer treatment and Other Survey Opportunities,Earn up to $140.00 Today via Rewards Card,6.14,❌ Poor (<10),0.0388,86,1305,2216,1,13,14,67,Long (61-75),140.0,4,0,1,1,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 67) | 💰 LOWER reward to $60-90 range (currently $140)"
Study on  mNSCLC and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,6.0,❌ Poor (<10),0.0228,18,415,790,0,3,3,47,Short (≤50),35.0,0,0,0,0,0,0,0,0,1,✅ ADD ampersand (&) between topics (+103% impact)
GVHD research and Other Survey Opportunities,Earn up to $260.00 Today via Rewards Card,6.0,❌ Poor (<10),0.0211,6,92,285,0,1,1,44,Short (≤50),260.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $260)
Closing Soon: Skin Cancer Treatment and Other Survey Opportunities,Earn up to $150.00 Today via Rewards Card,6.0,❌ Poor (<10),0.0328,12,192,366,0,2,2,66,Long (61-75),150.0,4,0,1,1,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 66) | 💰 LOWER reward to $60-90 range (currently $150)"
Geographic Atrophy and Other Survey Opportunities,Earn up to $22.50 Today via Rewards Card,6.0,❌ Poor (<10),0.0318,12,188,377,0,2,2,49,Short (≤50),22.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Prostate and Bladder Cancer and Other Survey Opportunities,Earn up to $70.00 Today via Rewards Card,6.0,❌ Poor (<10),0.0253,6,158,237,0,1,1,72,Long (61-75),70.0,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 72)"
Closing Soon: Muscle Invasive Bladder Cancer (MIBC) and Other Survey Opportunities,Earn up to $77.50 Today via Rewards Card,6.0,❌ Poor (<10),0.018,6,198,334,0,1,1,82,Too Long (76+),77.5,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 82)"
Chronic Pulmonary Disease Treatments and Other Survey Opportunities,Earn up to $50.00 Today via Rewards Card,6.0,❌ Poor (<10),0.0163,6,163,367,0,1,1,67,Long (61-75),50.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 67)
Closing Soon: treatment-experienced Glioma - Brain Tumors and Other Survey Opportunities,Earn up to $225.00 Today via Rewards Card,6.0,❌ Poor (<10),0.0456,30,340,658,0,5,5,88,Too Long (76+),225.0,3,0,1,1,0,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 88) | 💰 LOWER reward to $60-90 range (currently $225)"
Closing Soon:  Neurofibromatosis Study and Other Survey Opportunities,Earn up to $95.00 Today via Rewards Card,5.67,❌ Poor (<10),0.0138,34,1036,2472,0,6,6,69,Long (61-75),95.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 69)"
Closing Soon: Better Support For Pediatric Providers and Other Survey Opportunities,Earn up to $105.00 Today via Rewards Card,5.67,❌ Poor (<10),0.0461,17,152,369,0,3,3,83,Too Long (76+),105.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 83)"
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $85.00 Today via Rewards Card,5.67,❌ Poor (<10),0.0599,17,127,284,0,3,3,54,Optimal (51-60),85.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Biomarker testing  and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,5.5,❌ Poor (<10),0.1158,11,50,95,0,2,2,63,Long (61-75),45.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Closing Soon: Understanding your treatment of Solid Tumors and Other Survey Opportunities,Earn up to $322.50 Today via Rewards Card,5.5,❌ Poor (<10),0.0179,11,309,616,0,2,2,89,Too Long (76+),322.5,3,0,1,1,0,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 89) | 💰 LOWER reward to $60-90 range (currently $322)"
Liver cancer treatment and Other Survey Opportunities,Earn up to $140.00 Today via Rewards Card,5.19,❌ Poor (<10),0.0447,83,1142,1856,1,15,16,53,Optimal (51-60),140.0,2,0,0,1,1,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $140)
Closing Soon: NSCLC Treatments and Other Survey Opportunities,Earn up to $160.00 Today via Rewards Card,5.0,❌ Poor (<10),0.0044,5,438,1138,0,1,1,61,Long (61-75),160.0,2,0,1,0,0,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $160)"
Closing Soon: Low or Non-GLP-1 prescribers for weight management and T2D and Other Survey Opportunities,Earn up to $135.00 Today via Rewards Card,5.0,❌ Poor (<10),0.0806,5,43,62,0,1,1,103,Too Long (76+),135.0,2,2,1,0,0,1,0,1,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 103) | 💰 LOWER reward to $60-90 range (currently $135)"
Closing Soon: Sleep Disorders and Other Survey Opportunities,Earn up to $90.00 Today via Rewards Card,5.0,❌ Poor (<10),0.0472,5,43,106,0,1,1,60,Optimal (51-60),90.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Closing Soon: Sjögren's Disease and Other Survey Opportunities,Earn up to $80.00 Today via Rewards Card,5.0,❌ Poor (<10),0.0085,10,538,1182,0,2,2,62,Long (61-75),80.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Metabolic Disorders Treatment and Other Survey Opportunities,Earn up to $130.00 Today via Rewards Card,5.0,❌ Poor (<10),0.0373,5,68,134,0,1,1,60,Optimal (51-60),130.0,1,1,0,1,0,0,0,1,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Idiopathic Hypersomnia and Other Survey Opportunities,Earn up to $95.00 Today via Rewards Card,5.0,❌ Poor (<10),0.0336,5,58,149,1,0,1,53,Optimal (51-60),95.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Skin Cancer Treatment and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,5.0,❌ Poor (<10),0.0481,5,59,104,0,1,1,66,Long (61-75),35.0,4,0,1,1,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 66)"
Closing Soon: ATTR Amyloidosis Patient Treatment and Other Survey Opportunities,Earn up to $80.00 Today via Rewards Card,5.0,❌ Poor (<10),0.0495,5,30,101,0,1,1,79,Too Long (76+),80.0,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 79)"
Genetic Conditions and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,5.0,❌ Poor (<10),0.0581,5,51,86,0,1,1,49,Short (≤50),75.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Treatment of NSCLC and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,4.98,❌ Poor (<10),0.016,239,8174,14977,5,43,48,63,Long (61-75),45.0,3,0,1,1,0,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact)"
Lung Cell Cancer and Other Survey Opportunities,Earn up to $130.00 Today via Rewards Card,4.75,❌ Poor (<10),0.0213,19,400,890,0,4,4,47,Short (≤50),130.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
treatment-experienced Glioma - Brain Tumors and Other Survey Opportunities,Earn up to $175.00 Today via Rewards Card,4.75,❌ Poor (<10),0.0476,19,228,399,0,4,4,74,Long (61-75),175.0,1,0,0,1,0,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 74) | 💰 LOWER reward to $60-90 range (currently $175)
Research on Hemophilia and Other Survey Opportunities,Earn up to $50.00 Today via Rewards Card,4.67,❌ Poor (<10),0.0183,14,315,763,0,3,3,53,Optimal (51-60),50.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Treatment of NSCLC and Other Survey Opportunities,Earn up to $105.00 Today via Rewards Card,4.56,❌ Poor (<10),0.0257,41,846,1597,0,9,9,63,Long (61-75),105.0,3,0,1,1,0,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact)"
Treatment of Alopecia Areata and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,4.5,❌ Poor (<10),0.0192,9,285,469,0,2,2,59,Optimal (51-60),35.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Atopic Dermatitis and Other Survey Opportunities,Earn up to $65.00 Today via Rewards Card,4.4,❌ Poor (<10),0.0114,22,1117,1936,2,3,5,62,Long (61-75),65.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Study on  mNSCLC and Other Survey Opportunities,Earn up to $135.00 Today via Rewards Card,4.33,❌ Poor (<10),0.0244,26,588,1065,1,5,6,47,Short (≤50),135.0,0,0,0,0,0,0,0,0,1,✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $135)
Closing Soon: Skin Cancer Treatment and Other Survey Opportunities,Earn up to $55.00 Today via Rewards Card,4.0,❌ Poor (<10),0.0171,4,125,234,0,1,1,66,Long (61-75),55.0,4,0,1,1,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 66)"
Breast Cancer and Other Survey Opportunities,Earn up to $170.00 Today via Rewards Card,4.0,❌ Poor (<10),0.0426,4,56,94,0,1,1,44,Short (≤50),170.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $170)
treating patients with Primary Biliary Cholangitis (PBC) and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,4.0,❌ Poor (<10),0.0139,8,276,575,0,2,2,87,Too Long (76+),75.0,0,0,0,0,0,0,0,0,0,⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 87)
HIV PrEP Medication and Other Survey Opportunities,Earn up to $280.00 Today via Rewards Card,4.0,❌ Poor (<10),0.0417,4,43,96,0,1,1,50,Short (≤50),280.0,0,1,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $280)
Closing Soon:  Neurofibromatosis Study and Other Survey Opportunities,Earn up to $147.50 Today via Rewards Card,4.0,❌ Poor (<10),0.0075,8,408,1071,0,2,2,69,Long (61-75),147.5,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 69) | 💰 LOWER reward to $60-90 range (currently $148)"
Atopic Dermatitis and Other Survey Opportunities,Earn up to $95.00 Today via Rewards Card,4.0,❌ Poor (<10),0.0247,4,110,162,0,1,1,48,Short (≤50),95.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Epilepsy Treatment and Other Survey Opportunities,Earn up to $40.00 Today via Rewards Card,4.0,❌ Poor (<10),0.1143,4,17,35,0,1,1,63,Long (61-75),40.0,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Uncontrolled gout disease and Other Survey Opportunities,Earn up to $220.00 Today via Rewards Card,4.0,❌ Poor (<10),0.028,4,73,143,1,0,1,56,Optimal (51-60),220.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $220)
CTEPH Treatment Considerations and Other Survey Opportunities,Earn up to $65.00 Today via Rewards Card,4.0,❌ Poor (<10),0.0452,8,83,177,1,1,2,61,Long (61-75),65.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Cardiac Conditions and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,3.5,❌ Poor (<10),0.0311,7,119,225,0,2,2,63,Long (61-75),45.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Closing Soon: Experience With Highmark BC Insurance and Other Survey Opportunities,Earn up to $62.50 Today via Rewards Card,3.0,❌ Poor (<10),0.024,3,67,125,0,1,1,82,Too Long (76+),62.5,2,1,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 82)"
Closing Soon: Healthcare System Perceptions and Other Survey Opportunities,Earn up to $95.00 Today via Rewards Card,3.0,❌ Poor (<10),0.0811,3,22,37,0,1,1,74,Long (61-75),95.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 74)"
IgA Nephropathy and Other Survey Opportunities,Earn up to $150.00 Today via Rewards Card,2.0,❌ Poor (<10),0.0041,2,175,486,0,1,1,46,Short (≤50),150.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $150)
B cell Lymphoma and Other Survey Opportunities,Earn up to $170.00 Today via Rewards Card,2.0,❌ Poor (<10),0.0095,2,80,211,0,1,1,46,Short (≤50),170.0,0,0,0,0,0,0,0,0,1,✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $170)
IgA Nephropathy and Other Survey Opportunities,Earn up to $180.00 Today via Rewards Card,2.0,❌ Poor (<10),0.0267,2,34,75,0,1,1,46,Short (≤50),180.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $180)
Closing Soon: Cardiac Conditions and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,2.0,❌ Poor (<10),0.0196,4,115,204,0,2,2,63,Long (61-75),35.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Closing Soon: Aesthetic Products & Procedures and Other Survey Opportunities,Earn up to $175.00 Today via Rewards Card,2.0,❌ Poor (<10),0.0159,2,82,126,0,1,1,76,Too Long (76+),175.0,2,1,1,0,0,1,1,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 76) | 💰 LOWER reward to $60-90 range (currently $175)"
Study on  mNSCLC and Other Survey Opportunities,Earn up to $105.00 Today via Rewards Card,2.0,❌ Poor (<10),0.0134,4,175,298,0,2,2,47,Short (≤50),105.0,0,0,0,0,0,0,0,0,1,✅ ADD ampersand (&) between topics (+103% impact)
RAS inhibitors and Other Survey Opportunities,Earn up to $52.50 Today via Rewards Card,2.0,❌ Poor (<10),0.0244,2,36,82,0,1,1,45,Short (≤50),52.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Skin Cancer Treatment and Other Survey Opportunities,Earn up to $200.00 Today via Rewards Card,2.0,❌ Poor (<10),0.0385,2,22,52,0,1,1,66,Long (61-75),200.0,4,0,1,1,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 66) | 💰 LOWER reward to $60-90 range (currently $200)"
Diabetes Treatment and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,2.0,❌ Poor (<10),0.0408,2,21,49,0,1,1,49,Short (≤50),45.0,1,1,0,1,0,0,0,1,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
B cell Lymphoma and Other Survey Opportunities,Earn up to $132.50 Today via Rewards Card,2.0,❌ Poor (<10),0.0133,2,55,150,0,1,1,46,Short (≤50),132.5,0,0,0,0,0,0,0,0,1,✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $132)
